word;sentiment
falta de respeto;negativo
irrespetuoso;negativo
ruptura;negativo
insatisfaccion;negativo
disension;negativo
disidente;negativo
deservicio;negativo
disidente;negativo
disolucion;negativo
disonancia;negativo
disgusto;negativo
desagradable;negativo
distorsionado;negativo
distorsion;negativo
distraer;negativo
distraido;negativo
distraer;negativo
distraccion;negativo
loco;negativo
angustia;negativo
afligido;negativo
angustioso;negativo
desconfianza;negativo
disturbio;negativo
perturbado;negativo
desuso;negativo
en desuso;negativo
divergente;negativo
diverso;negativo
desinvertido;negativo
despojo;negativo
divorcio;negativo
mareo;negativo
mareado;negativo
atracado;negativo
NO TRANSLATION;negativo
zona de las calmas ecuatoriales;negativo
limosna;negativo
NO TRANSLATION;negativo
dominante;negativo
dominar;negativo
dominacion;negativo
Burro;negativo
garabatear;negativo
condenar;negativo
condenado;negativo
Dia del Juicio Final;negativo
duda;negativo
dudoso;negativo
inseguro;negativo
ducha;negativo
austero;negativo
caida;negativo
monotono;negativo
drenaje;negativo
retirarse;negativo
pavor;negativo
terrible;negativo
horrorosamente;negativo
triste;negativo
bebida;negativo
mentiras;negativo
zumbido;negativo
caido;negativo
sequia;negativo
ahogar;negativo
somnolencia;negativo
trabajo penoso;negativo
borracho;negativo
embriaguez;negativo
dudoso;negativo
aburrido;negativo
tonto;negativo
tonto;negativo
deshecho;negativo
pardo;negativo
mazmorra;negativo
engañar;negativo
duplicidad;negativo
coaccion;negativo
polvo;negativo
empequeñecido;negativo
moribundo;negativo
disenteria;negativo
terremoto;negativo
escuchas;negativo
edicto;negativo
afeminado;negativo
egolatra;negativo
enorme;negativo
expulsar;negativo
expulsion;negativo
eliminacion;negativo
elusivo;negativo
demacrado;negativo
NO TRANSLATION;negativo
avergonzar;negativo
embarazoso;negativo
vergüenza;negativo
malversacion;negativo
embolia;negativo
embrollado;negativo
emergencia;negativo
enclave;negativo
invasion;negativo
gravamen;negativo
poner en peligro;negativo
en peligro de extincion;negativo
endemico;negativo
interminable;negativo
enemigo;negativo
hacer cumplir;negativo
aplicacion;negativo
enigmatico;negativo
enemistad;negativo
esclavizar;negativo
esclavizado;negativo
esclavitud;negativo
enredado;negativo
enredo;negativo
entrañas;negativo
envidioso;negativo
epidemia;negativo
epilepsia;negativo
erradicar;negativo
erradicacion;negativo
borrar;negativo
erosion;negativo
erotico;negativo
errar;negativo
andante;negativo
erratico;negativo
errata;negativo
erroneo;negativo
error;negativo
estallar;negativo
erupcion;negativo
escalar;negativo
escapar;negativo
evitar;negativo
espionaje;negativo
distanciado;negativo
eutanasia;negativo
evacuar;negativo
evacuacion;negativo
evadir;negativo
evasion;negativo
desalojar;negativo
desalojo;negativo
mal;negativo
exacerbar;negativo
exacerbacion;negativo
exigente;negativo
exagerar;negativo
exagerado;negativo
examen;negativo
exasperacion;negativo
excavacion;negativo
exceso;negativo
extirpar;negativo
excluido;negativo
Excluyendo;negativo
exclusion;negativo
excremento;negativo
agudisimo;negativo
excusa;negativo
ejecucion;negativo
verdugo;negativo
escape;negativo
agotado;negativo
agotamiento;negativo
NO TRANSLATION;negativo
exilio;negativo
exorcismo;negativo
expatriado;negativo
expulsar;negativo
gasto;negativo
gastos;negativo
expirar;negativo
muerto;negativo
expletivo;negativo
explotar;negativo
explosion;negativo
explosivo;negativo
expuesto;negativo
expropiacion;negativo
expulsion;negativo
exterminar;negativo
exterminio;negativo
extinto;negativo
extinguir;negativo
extrajudicial;negativo
extremidad;negativo
fabricar;negativo
fabricacion;negativo
descolorarse;negativo
excrementos;negativo
defecto;negativo
fracaso;negativo
desmayo;negativo
desleal;negativo
otoño;negativo
erroneo;negativo
falacia;negativo
falible;negativo
que cae;negativo
barbecho;negativo
falsedad;negativo
falsamente;negativo
falsificacion;negativo
falsificar;negativo
falsedad;negativo
desfallecer;negativo
hambruna;negativo
fanatico;negativo
farsa;negativo
absurdo;negativo
rapido;negativo
grasa;negativo
fatal;negativo
fatalidad;negativo
destino;negativo
fatiga;negativo
fatigado;negativo
graso;negativo
culpa;negativo
defectuoso;negativo
adular;negativo
miedo;negativo
temeroso;negativo
con miedo;negativo
temiendo;negativo
febril;negativo
fecal;negativo
heces;negativo
cuota;negativo
debil;negativo
sensacion;negativo
fingido;negativo
cayo;negativo
felon;negativo
delito;negativo
fermentar;negativo
feroz;negativo
ferocidad;negativo
feudo;negativo
feudal;negativo
feudalismo;negativo
febril;negativo
fiasco;negativo
mentira;negativo
voluble;negativo
ficticio;negativo
demonio;negativo
feroz;negativo
lucha;negativo
lucha;negativo
filibustero;negativo
inmundicia;negativo
inmundo;negativo
armas de fuego;negativo
encaja;negativo
flacido;negativo
flacido;negativo
flojo;negativo
flagrante;negativo
escama;negativo
solapa;negativo
flatulencia;negativo
lucir;negativo
falla;negativo
pulga;negativo
NO TRANSLATION;negativo
lana;negativo
carnoso;negativo
retroceder;negativo
Ligar;negativo
azotar;negativo
fracaso;negativo
platija;negativo
gripe;negativo
fluctuacion;negativo
enemigo;negativo
frustrado;negativo
locura;negativo
tonto;negativo
tonto;negativo
tonteria;negativo
forraje;negativo
incursion;negativo
prohibir;negativo
amenazante;negativo
fuerza;negativo
forzado;negativo
a la fuerza;negativo
presentimiento;negativo
anular una hipoteca;negativo
adelantar;negativo
exterior;negativo
extranjero;negativo
prevenido;negativo
perder;negativo
decomisado;negativo
perdida;negativo
falsificacion;negativo
olvidar;negativo
olvidado;negativo
abandonado;negativo
informe;negativo
fornicacion;negativo
abandonar;negativo
abandonado;negativo
falta;negativo
fractura;negativo
fragil;negativo
fragilidad;negativo
frenetico;negativo
fraude;negativo
fraudulento;negativo
tenso;negativo
refriega;negativo
raido;negativo
monstruoso;negativo
congelacion;negativo
frenetico;negativo
frenetico;negativo
frenesi;negativo
traste;negativo
susto;negativo
asustar;negativo
asustado;negativo
espantoso;negativo
frigido;negativo
frivolo;negativo
congelacion;negativo
espuma;negativo
fruncir el ceño;negativo
ceñudo;negativo
infructuoso;negativo
frustrar;negativo
frustrado;negativo
frustracion;negativo
Dulce de azucar;negativo
fugitivo;negativo
buscar a tientas;negativo
humo;negativo
echando humo;negativo
hongo;negativo
canguelo;negativo
furioso;negativo
furor;negativo
furia;negativo
escandalo;negativo
exigente;negativo
futil;negativo
futilidad;negativo
callejear;negativo
mordaza;negativo
hiel;negativo
horca;negativo
jugar;negativo
jugador;negativo
juego;negativo
pandilla;negativo
carcel;negativo
brecha;negativo
basura;negativo
llamativo;negativo
adornar;negativo
tajo;negativo
jadeando;negativo
NO TRANSLATION;negativo
demacrado;negativo
caballero;negativo
geriatrico;negativo
horrible;negativo
ghetto;negativo
fantasmal;negativo
algarabia;negativo
glacial;negativo
deslumbramiento;negativo
deslumbrador;negativo
facil;negativo
oscuridad;negativo
melancolico;negativo
sombrio;negativo
exceso;negativo
glotoneria;negativo
gnomo;negativo
duende;negativo
impio;negativo
gonorrea;negativo
cosa muy pegajosa;negativo
sangre;negativo
garganta;negativo
gorila;negativo
sangriento;negativo
chisme;negativo
gubia;negativo
gota;negativo
gobierno;negativo
agarrar;negativo
avaro;negativo
rallar;negativo
rallado;negativo
rejilla;negativo
tumba;negativo
codicia;negativo
codicioso;negativo
granada;negativo
dolor;negativo
queja;negativo
afligirse;negativo
grave;negativo
severo;negativo
mugre;negativo
mugriento;negativo
molienda;negativo
espeluznante;negativo
oso pardo;negativo
gemido;negativo
NO TRANSLATION;negativo
bruto;negativo
grotesco;negativo
conectado a tierra;negativo
infundado;negativo
gruñido;negativo
gruñir;negativo
resentimiento;negativo
a regañadientes;negativo
horrible;negativo
brusco;negativo
queja;negativo
gruñon;negativo
guerrilla;negativo
engaño;negativo
guillotina;negativo
culpa;negativo
culpable;negativo
guisa;negativo
gaviota;negativo
credulo;negativo
pistola;negativo
chorro;negativo
guzzling;negativo
gitano;negativo
bruja;negativo
demacrado;negativo
granizo;negativo
peludo;negativo
Medio camino;negativo
alucinacion;negativo
cabestro;negativo
vacilante;negativo
cesto;negativo
tendon de la corva;negativo
Desventaja;negativo
colgando;negativo
verdugo;negativo
acosar;negativo
heraldo;negativo
curtido;negativo
dureza;negativo
privacion;negativo
ramera;negativo
daño;negativo
perjudicial;negativo
horroroso;negativo
acosar;negativo
dureza;negativo
picadillo;negativo
hachis;negativo
apresurado;negativo
odio;negativo
odioso;negativo
odiando;negativo
odio;negativo
arrogante;negativo
guarida;negativo
obsesionado;negativo
estragos;negativo
peligro;negativo
peligroso;negativo
calina;negativo
dolor de cabeza;negativo
embriagador;negativo
audicion;negativo
rumores;negativo
coche funebre;negativo
angustia;negativo
acidez;negativo
cruel;negativo
pagano;negativo
fuertemente;negativo
hedonismo;negativo
tacon;negativo
aumentar;negativo
atroz;negativo
infierno;negativo
infernal;negativo
indefenso;negativo
impotencia;negativo
hemorragia;negativo
hemorroides;negativo
herejia;negativo
hereje;negativo
hermafrodita;negativo
heroina;negativo
herpes;negativo
herpesvirus;negativo
vacilacion;negativo
oculto;negativo
horrible;negativo
mas alto;negativo
estorbador;negativo
obstaculo;negativo
hippie;negativo
silbido;negativo
silbido;negativo
golpear;negativo
hasta ahora;negativo
colmena;negativo
ronco;negativo
canoso;negativo
farsa;negativo
obrero temporal;negativo
cerdo;negativo
hueco;negativo
holocausto;negativo
sin hogar;negativo
nostalgico;negativo
homicida;negativo
homicidio;negativo
homosexualidad;negativo
capucha;negativo
enganchado;negativo
ulular;negativo
sin esperanza;negativo
desesperacion;negativo
horda;negativo
horrible;negativo
terriblemente;negativo
horrible;negativo
horrendo;negativo
horrorizado;negativo
horripilante;negativo
horror;negativo
horrores;negativo
rehen;negativo
hostil;negativo
hostilidades;negativo
hostilidad;negativo
aullido;negativo
rabieta;negativo
humilde;negativo
farsante;negativo
humillar;negativo
humillante;negativo
humillacion;negativo
corazonada;negativo
hambriento;negativo
cazador;negativo
caza;negativo
huracan;negativo
apresurado;negativo
herir;negativo
hiriente;negativo
lastimando;negativo
estafador;negativo
hidra;negativo
hidrocefalia;negativo
bombo;negativo
hiperbole;negativo
hipocresia;negativo
hipocrita;negativo
hipocrita;negativo
histeria;negativo
histerico;negativo
idiotez;negativo
idiota;negativo
idiota;negativo
ocioso;negativo
idolatria;negativo
ignorancia;negativo
ignorante;negativo
ignorar;negativo
enfermo;negativo
ilegal;negativo
ilegalidad;negativo
ilegible;negativo
ilegitimo;negativo
ilicito;negativo
analfabeto;negativo
enfermedad;negativo
ilogico;negativo
espejismo;negativo
imitado;negativo
imitacion;negativo
inmaduro;negativo
inmadurez;negativo
inmediatamente;negativo
inmoral;negativo
inmoralidad;negativo
inamovible;negativo
perjudicar;negativo
discapacidad;negativo
infranqueable;negativo
impaciencia;negativo
impaciente;negativo
procesar;negativo
acusacion;negativo
impedir;negativo
imperfeccion;negativo
imperfectamente;negativo
personificar;negativo
interpretacion;negativo
implacable;negativo
implicar;negativo
descortes;negativo
imposicion;negativo
imposible;negativo
impotencia;negativo
impotente;negativo
confiscar;negativo
impracticable;negativo
encarcelar;negativo
encarcelado;negativo
prision;negativo
impropiedad;negativo
imprudente;negativo
impuro;negativo
impureza;negativo
imputacion;negativo
incapacidad;negativo
inaccesible;negativo
incorrecto;negativo
en accion;negativo
inactividad;negativo
NO TRANSLATION;negativo
inadecuado;negativo
inadmisible;negativo
inane;negativo
inaplicable;negativo
inapropiado;negativo
inatencion;negativo
inaudible;negativo
incalculable;negativo
incapacidad;negativo
encarcelamiento;negativo
en caso;negativo
incendiario;negativo
incienso;negativo
incesante;negativo
incesto;negativo
incestuoso;negativo
incineracion;negativo
incitar;negativo
inclemente;negativo
incoherente;negativo
ingresos;negativo
incompatible;negativo
incompetencia;negativo
incompetente;negativo
incompletitud;negativo
incomprensible;negativo
incongruente;negativo
inconsecuente;negativo
desconsiderado;negativo
inconsecuencia;negativo
inconveniente;negativo
incorrecto;negativo
incredulo;negativo
incriminacion;negativo
incubo;negativo
incurrir en;negativo
incurable;negativo
incursion;negativo
indecente;negativo
indecision;negativo
indeciso;negativo
indefendible;negativo
indemnizar;negativo
indeterminado;negativo
procesar;negativo
acusacion;negativo
indiferencia;negativo
indigente;negativo
indignado;negativo
indignacion;negativo
indistinto;negativo
adoctrinamiento;negativo
indolente;negativo
ineficaz;negativo
ineficaz;negativo
ineficacia;negativo
ineficiente;negativo
inepto;negativo
ineptitud;negativo
desigualdad;negativo
injusto;negativo
inerte;negativo
inexcusable;negativo
NO TRANSLATION;negativo
inexperto;negativo
inexplicable;negativo
infame;negativo
infamia;negativo
infanticidio;negativo
infantil;negativo
infarto;negativo
infectar;negativo
infeccion;negativo
infeccioso;negativo
inferior;negativo
inferioridad;negativo
infierno;negativo
esterilidad;negativo
infestacion;negativo
infiel;negativo
infidelidad;negativo
infiltracion;negativo
enfermizo;negativo
enfermedad;negativo
inflamacion;negativo
inflado;negativo
inflacion;negativo
infligir;negativo
imposicion;negativo
influencia;negativo
influenza;negativo
informador;negativo
infraccion;negativo
con poca frecuencia;negativo
infraccion;negativo
inhibir;negativo
inhospito;negativo
inhumano;negativo
inhumanidad;negativo
hostil;negativo
iniquidad;negativo
mandato;negativo
lesionar;negativo
lesionado;negativo
perjudicial;negativo
lesion;negativo
injusticia;negativo
preso;negativo
inoperante;negativo
insano;negativo
locura;negativo
inseguro;negativo
inseguridad;negativo
insidioso;negativo
insignificancia;negativo
insignificante;negativo
insipido;negativo
insolente;negativo
insolvencia;negativo
insolvente;negativo
inestabilidad;negativo
instigar;negativo
instigacion;negativo
insuficiencia;negativo
insuficiente;negativo
insuficientemente;negativo
insulto;negativo
insultante;negativo
insurgente;negativo
insuperable;negativo
insurreccion;negativo
intenso;negativo
enterrar;negativo
interdiccion;negativo
interferencia;negativo
entierro;negativo
interminable;negativo
interrumpir;negativo
interrumpido;negativo
intervencion;negativo
intestado;negativo
intimidar;negativo
intimidacion;negativo
intolerable;negativo
intolerancia;negativo
intolerante;negativo
embriagado;negativo
intratable;negativo
intriga;negativo
intruso;negativo
intrusion;negativo
intruso;negativo
invadir;negativo
invasor;negativo
invalidar;negativo
invalidacion;negativo
invalidez;negativo
invasion;negativo
involuntario;negativo
involucion;negativo
airado;negativo
NO TRANSLATION;negativo
hierros;negativo
irracional;negativo
irracionalidad;negativo
irreconciliable;negativo
irregular;negativo
irregularidad;negativo
irrelevante;negativo
irreparable;negativo
irresponsable;negativo
irreverente;negativo
irrevocable;negativo
irritabilidad;negativo
irritable;negativo
irritante;negativo
irritacion;negativo
aislado;negativo
aislamiento;negativo
farfullar;negativo
carcel;negativo
jerga;negativo
discorde;negativo
ictericia;negativo
celoso;negativo
celos;negativo
poner en peligro;negativo
peligro;negativo
John;negativo
broma;negativo
NO TRANSLATION;negativo
revoltijo;negativo
basura;negativo
junta;negativo
juvenil;negativo
kern;negativo
patada;negativo
secuestrar;negativo
matar;negativo
asesinato;negativo
cometa;negativo
toque de difuntos;negativo
anudado;negativo
trabajado;negativo
laborioso;negativo
laberinto;negativo
cordon;negativo
ausencia;negativo
carente;negativo
deslucido;negativo
cargado;negativo
retraso;negativo
rezagado;negativo
guarida;negativo
lamento;negativo
deslizamiento de tierra;negativo
languido;negativo
languidecer;negativo
languideciendo;negativo
lapso;negativo
hurto;negativo
latigazo;negativo
tarde;negativo
retraso;negativo
latente;negativo
letrinas;negativo
comico;negativo
lava;negativo
desorden;negativo
demanda judicial;negativo
abogado;negativo
flojo;negativo
laxante;negativo
perezoso;negativo
fuga;negativo
fuga;negativo
agujereado;negativo
salir;negativo
sanguijuela;negativo
sanguijuelas;negativo
NO TRANSLATION;negativo
limon;negativo
lepra;negativo
lesbiana;negativo
reducir;negativo
menor;negativo
letal;negativo
letargo;negativo
leucemia;negativo
exaccion;negativo
lascivo;negativo
enlace;negativo
mentiroso;negativo
difamacion;negativo
liberal;negativo
lamer;negativo
mentira;negativo
sin vida;negativo
limitado;negativo
cojear;negativo
hilas;negativo
espiritu;negativo
apatico;negativo
litigante;negativo
litigar;negativo
litigio;negativo
litigioso;negativo
camada;negativo
livido;negativo
pan;negativo
mocasin;negativo
NO TRANSLATION;negativo
detestar;negativo
aversion;negativo
repugnante;negativo
cabildero;negativo
NO TRANSLATION;negativo
langosta;negativo
elevado;negativo
soledad;negativo
solitario;negativo
solitario;negativo
lavabo;negativo
telar;negativo
somorgujo;negativo
loco;negativo
botin;negativo
señor;negativo
perder;negativo
perdiendo;negativo
perdida;negativo
perdio;negativo
volumen;negativo
salon;negativo
piojo;negativo
inferior;negativo
encapotado;negativo
mas bajo;negativo
Tierras Bajas;negativo
humilde;negativo
ridiculo;negativo
pesado;negativo
terron;negativo
aterronado;negativo
locura;negativo
lunatico;negativo
estacada;negativo
señuelo;negativo
espeluznante;negativo
estar al acecho;negativo
alfombrilla de raton;negativo
lozano;negativo
lujuria;negativo
libidinoso;negativo
acostado;negativo
linchar;negativo
Mazo;negativo
enojado;negativo
enloquecer;negativo
loco;negativo
Locura;negativo
mafia;negativo
gusano;negativo
improvisado;negativo
enfermedad;negativo
malestar;negativo
malaria;negativo
malevolo;negativo
crimen;negativo
malformacion;negativo
malicia;negativo
malicioso;negativo
maligno;negativo
malignidad;negativo
maligno;negativo
negligencia profesional;negativo
Mandamus;negativo
NO TRANSLATION;negativo
mutilar;negativo
mania;negativo
maniaco;negativo
maniaco;negativo
manipular;negativo
manipulacion;negativo
homicidio involuntario;negativo
estiercol;negativo
mar;negativo
margen;negativo
granate;negativo
martingala;negativo
martir;negativo
martirio;negativo
masoquismo;negativo
masacre;negativo
materialismo;negativo
materialista;negativo
materno;negativo
serpenteante;negativo
sin sentido;negativo
sarampion;negativo
entrometerse;negativo
mediocre;negativo
mediocridad;negativo
melancolico;negativo
melancolia;negativo
pelea confusa;negativo
melodrama;negativo
fusion de un reactor;negativo
amenaza;negativo
amenazador;negativo
servil;negativo
mercenario;negativo
despiadado;negativo
lio;negativo
sucio;negativo
metastasis;negativo
metanol;negativo
Partera;negativo
moho;negativo
milicia;negativo
mimetismo;negativo
minimizar;negativo
minimo;negativo
minoria;negativo
NO TRANSLATION;negativo
mal comportamiento;negativo
aborto espontaneo;negativo
travesura;negativo
dañoso;negativo
Idea equivocada;negativo
mala conducta;negativo
miserable;negativo
tristemente;negativo
miseria;negativo
desgracia;negativo
equivocado;negativo
percance;negativo
mala interpretacion;negativo
engañar;negativo
engañoso;negativo
mala administracion;negativo
desajuste;negativo
nombre equivocado;negativo
perder;negativo
fuera de lugar;negativo
falsificar;negativo
tergiversacion;negativo
tergiversado;negativo
desaparecido;negativo
declaracion erronea;negativo
Error;negativo
equivocado;negativo
amante;negativo
NO TRANSLATION;negativo
entender mal;negativo
malentendido;negativo
mal uso;negativo
acaro;negativo
multitud;negativo
mofa;negativo
burlon;negativo
acoso;negativo
monocromo;negativo
monopolista;negativo
monzon;negativo
monstruo;negativo
monstruosidad;negativo
temperamental;negativo
discutible;negativo
morbido;negativo
morbosidad;negativo
morgue;negativo
moribundo;negativo
idiota;negativo
imbecil;negativo
bocado;negativo
mortal;negativo
mortalidad;negativo
mortificacion;negativo
mortuorio;negativo
mosquito;negativo
madre;negativo
llorar;negativo
triste;negativo
luto;negativo
estiercol;negativo
barro;negativo
confusion;negativo
confuso;negativo
fangoso;negativo
manguito;negativo
jarra;negativo
mula;negativo
mama;negativo
mascullar;negativo
paperas;negativo
asesinato;negativo
asesino;negativo
asesino;negativo
turbio;negativo
NO TRANSLATION;negativo
rancio;negativo
mutante;negativo
mutilado;negativo
mutilacion;negativo
motin;negativo
NO TRANSLATION;negativo
bozal;negativo
miopia;negativo
coger;negativo
nadir;negativo
NO TRANSLATION;negativo
ingenuo;negativo
sin nombre;negativo
pañal;negativo
narcotico;negativo
asqueroso;negativo
travieso;negativo
nausea;negativo
nauseabundo;negativo
NO TRANSLATION;negativo
necesario;negativo
necesitado;negativo
vil;negativo
negacion;negativo
negativo;negativo
negligencia;negativo
descuidado;negativo
descuidando;negativo
negligencia;negativo
negligente;negativo
NO TRANSLATION;negativo
negro;negativo
nepotismo;negativo
nervioso;negativo
inferior;negativo
ortiga;negativo
neuralgia;negativo
neurosis;negativo
neurotico;negativo
nicotina;negativo
negro;negativo
pesadilla;negativo
nihilismo;negativo
ruido;negativo
ruidoso;negativo
NO TRANSLATION;negativo
disparates;negativo
absurdo;negativo
lazo;negativo
nada;negativo
notoriedad;negativo
nocivo;negativo
molestia;negativo
NO TRANSLATION;negativo
anular;negativo
entumecido;negativo
entumecimiento;negativo
NO TRANSLATION;negativo
zoquete;negativo
obeso;negativo
obesidad;negativo
Obi;negativo
obituario;negativo
obituario;negativo
objecion;negativo
objetable;negativo
obligar;negativo
deudor;negativo
obliterar;negativo
borrado;negativo
obliteracion;negativo
olvido;negativo
desagradable;negativo
obsceno;negativo
obscenidad;negativo
oscuridad;negativo
obstaculo;negativo
obstinado;negativo
obstruir;negativo
obstruccion;negativo
obstructivo;negativo
obtuso;negativo
oculto;negativo
rareza;negativo
odioso;negativo
olor;negativo
ofender;negativo
ofendido;negativo
delincuente;negativo
ofensa;negativo
ofensiva;negativo
de improviso;negativo
lontananza;negativo
ogro;negativo
olfativo;negativo
oligarquia;negativo
presagio;negativo
ominoso;negativo
omitir;negativo
omnipotencia;negativo
oneroso;negativo
carga;negativo
rezumar;negativo
opaco;negativo
operistico;negativo
opiaceo;negativo
dogmatico;negativo
opio;negativo
adversario;negativo
oponerse a;negativo
opuesto;negativo
oposicion;negativo
oprimir;negativo
opresion;negativo
opresivo;negativo
opresor;negativo
orco;negativo
ordalias;negativo
artilleria;negativo
huerfano;negativo
aparentemente;negativo
expulsar;negativo
explosion;negativo
paria;negativo
grito;negativo
anexo;negativo
extravagante;negativo
proscrito;negativo
atropello;negativo
excepcional;negativo
ovacion;negativo
despotico;negativo
sobrecargar;negativo
nublado;negativo
exagerar;negativo
sobredosis;negativo
atrasado;negativo
sobreestimado;negativo
rebosar;negativo
descuidado;negativo
sobrecarga;negativo
pagado en exceso;negativo
dominar;negativo
abrumador;negativo
demasiado caro;negativo
vigilancia;negativo
derrocamiento;negativo
anular;negativo
abrumar;negativo
abrumado;negativo
debido;negativo
oxidacion;negativo
dolor;negativo
dolorido;negativo
doloroso;negativo
penosamente;negativo
esfuerzos;negativo
paralisis;negativo
pandemia;negativo
NO TRANSLATION;negativo
panico;negativo
desfile;negativo
paralisis;negativo
paralizado;negativo
paranoia;negativo
parafrasis;negativo
parasito;negativo
NO TRANSLATION;negativo
loro;negativo
parsimonioso;negativo
partidista;negativo
NO TRANSLATION;negativo
pasivo;negativo
pasividad;negativo
parche;negativo
patetico;negativo
protector;negativo
NO TRANSLATION;negativo
escasez;negativo
pobre;negativo
venganza;negativo
peculiaridades;negativo
peatonal;negativo
penal;negativo
pena;negativo
penetracion;negativo
penitenciario;negativo
perdicion;negativo
peligro;negativo
peligroso;negativo
perecer;negativo
perecedero;negativo
perecio;negativo
pereciendo;negativo
perjurio;negativo
pernicioso;negativo
autor;negativo
perpetuacion;negativo
perplejo;negativo
perplejidad;negativo
perseguir;negativo
persecucion;negativo
perturbacion;negativo
pertussis;negativo
perverso;negativo
perversion;negativo
pervertido;negativo
pervertido;negativo
pesimismo;negativo
pesimista;negativo
parasito;negativo
pestilencia;negativo
mascota;negativo
petroleo;negativo
pequeño;negativo
fantasma;negativo
flema;negativo
piquete;negativo
piquetes;negativo
conservar en vinagre;negativo
cerdo;negativo
Paloma;negativo
hemorroides;negativo
pillaje;negativo
chulo;negativo
espinilla;negativo
pino;negativo
piñon;negativo
pique;negativo
pirateria;negativo
pirata;negativo
pistola;negativo
trampa;negativo
plagio;negativo
Plaga;negativo
demandante;negativo
chapado;negativo
jugador;negativo
peticion;negativo
situacion;negativo
laborioso;negativo
plomada;negativo
saquear;negativo
inmersion;negativo
neumonia;negativo
caza furtiva;negativo
inutil;negativo
veneno;negativo
envenenado;negativo
envenenamiento;negativo
venenoso;negativo
meter;negativo
polemica;negativo
polio;negativo
contaminar;negativo
contaminacion;negativo
poligamia;negativo
pompa;negativo
pomposo;negativo
pesado;negativo
mal;negativo
popular;negativo
puerco espin;negativo
pornografia;negativo
porno;negativo
pornografico;negativo
pornografia;negativo
pose;negativo
poseido;negativo
posesion;negativo
postumo;negativo
aplazamiento;negativo
libra;negativo
pobreza;negativo
impotente;negativo
broma;negativo
precario;negativo
recinto;negativo
depredador;negativo
Predicamento;negativo
el embarazo;negativo
perjudicar;negativo
parcial;negativo
perjudicial;negativo
premeditado;negativo
presentacion;negativo
presion;negativo
presuntuoso;negativo
fingir;negativo
fingido;negativo
pretendiendo;negativo
pretension;negativo
pretensiones;negativo
preventivo;negativo
presa;negativo
pinchazo;negativo
espinoso;negativo
prision;negativo
prisionero;negativo
privado;negativo
problema;negativo
aplazar;negativo
dilacion;negativo
prodigo;negativo
profano;negativo
blasfemia;negativo
profusion;negativo
prohibido;negativo
prohibicion;negativo
prolongar;negativo
promiscuo;negativo
propaganda;negativo
enjuiciar;negativo
enjuiciamiento;negativo
prostituta;negativo
prostitucion;negativo
provocacion;negativo
provocador;negativo
palanca;negativo
curioso;negativo
psicosis;negativo
publicista;negativo
hinchado;negativo
puñetazo;negativo
acre;negativo
castigar;negativo
castigado;negativo
agotador;negativo
castigo;negativo
punitivo;negativo
purgatorio;negativo
purga;negativo
pus;negativo
curandero;negativo
cenagal;negativo
codorniz;negativo
dilema;negativo
pelea;negativo
anular;negativo
calmar;negativo
cuestionable;negativo
azogue;negativo
dejar;negativo
carcaj;negativo
temblor;negativo
examen;negativo
citar;negativo
chusma;negativo
rabioso;negativo
rabia;negativo
estante;negativo
raqueta;negativo
radiacion;negativo
radioactivo;negativo
radon;negativo
rabia;negativo
furioso;negativo
harapos;negativo
RAID;negativo
carril;negativo
RAM;negativo
trepador;negativo
alboroto;negativo
rancio;negativo
rescate;negativo
violacion;negativo
rapaces;negativo
bribon;negativo
erupcion;negativo
rata;negativo
clasificacion;negativo
estridente;negativo
delirio;negativo
voraz;negativo
delirante;negativo
reaccionario;negativo
posterior;negativo
rebelde;negativo
reprension;negativo
refutar;negativo
recalcitrante;negativo
recesion;negativo
reincidencia;negativo
temerario;negativo
imprudencia;negativo
redundante;negativo
reflujo;negativo
refractario;negativo
negativa;negativo
desperdicios;negativo
rechazado;negativo
regreso;negativo
regresion;negativo
regresivo;negativo
lamentar;negativo
lamentable;negativo
arrepentido;negativo
lamentando;negativo
regulador;negativo
rienda;negativo
rechazar;negativo
rechazado;negativo
rechazo;negativo
rechaza;negativo
reavivar;negativo
recaida;negativo
descenso;negativo
renunciar;negativo
reacio;negativo
permanece;negativo
preventivo;negativo
remediador;negativo
descuidado;negativo
remordimiento;negativo
eliminacion;negativo
retirar;negativo
NO TRANSLATION;negativo
NO TRANSLATION;negativo
renegado;negativo
renuncia;negativo
renuncia;negativo
NO TRANSLATION;negativo
repelente;negativo
repeler;negativo
reprimir;negativo
represion;negativo
reprimenda;negativo
reimprimir;negativo
represalia;negativo
reproche;negativo
republica;negativo
repudio;negativo
repulsion;negativo
rescindir;negativo
rescision;negativo
resentirse de;negativo
resentido;negativo
resentimiento;negativo
Renunciar;negativo
resignacion;negativo
resignado;negativo
resistir;negativo
resistencia;negativo
resistente;negativo
resistiendo;negativo
contener;negativo
restringir;negativo
restriccion;negativo
restrictivo;negativo
tomar represalias;negativo
represalias;negativo
vengativo;negativo
retardar;negativo
retraso;negativo
reticente;negativo
Jubilacion;negativo
retorta;negativo
retraer;negativo
retraccion;negativo
reduccion;negativo
venganza;negativo
retrogrado;negativo
venganza;negativo
inversion;negativo
reanimar;negativo
revocacion;negativo
revocar;negativo
revuelta;negativo
repugnante;negativo
revolucion;negativo
revolver;negativo
repugnancia;negativo
reumatismo;negativo
raquitico;negativo
acribillado;negativo
ridiculo;negativo
ridiculo;negativo
abundante;negativo
