Usuario;Caption;Likes;Imagen;Fecha
enahernandezh;Sabor, color, texturas!!!! Ah y vuelta a Tubará 🚲🚲🚲...Mi #kitfitcycling de hoy @bioracerlatinoamerica @bioracerspeedwear ..@orbeabicycles  @orbeacolombia . . #orbea #orbeaorca #orbeaorcaaero #myorbea #orbeawomen #orbea #cycling #thecyclingculture #cyclinggirl #cyclingculture #pasionporlabici #ciclismoepico #cycling #nieve #cyclelife #cyclingculture #thecyclingculture #beautyofcycling #cyclingapparel #cycling_delights #cyclingfashionwear #cyclingimages #cyclingshots #foraride #instacycling #insta_cycle_world #roadtrip #roadcyling #moonsbreakfast;1,290 likes;;December 14, 2019
enahernandezh;Disfrute omeeeee!!! que en Enero 🔥🔥🔥..Hoy celebrando la vida de mi @bikequeensbaq @dianamarcelasamboni como la pasamos de bueno 😍 con todo el combo #cyclingteam y con los de siempre mis lokiños guerreros @caceres6084 y @josersarmiento08 🥰 #larepelencia ..Hoy elegante pa la ocasión @bioracerlatinoamerica @bioracerspeedwear tan 🔝🔝🔝 en mi #orbeaorcaaero @orbeabicycles @orbeacolombia  lo demás lo encuentras en @cycleshopcol #cyclingphotos;1,268 likes;;December 13, 2019
enahernandezh;Mi uniforme de hoy @bioracerlatinoamerica @bioracerspeedwear #flamingo o #flamencos a quien más le encantan? 🦩 yo los amoooo y estuve leyendo y encontré que el flamenco es un símbolo de emociones fuertes que pueden estar escondidas en tu interior.Si el flamenco aparece en tu vida despierta o en tu sueño, significa que debes liberar tus emociones y dejar que sean tu guía en la vida. También, se puede decir que el flamenco puede simbolizar diversión y relajación. Si este pájaro aparece en tu vida, significa que es hora de divertirse.El flamenco te está diciendo que salgas y pases tiempo con tus amigos.Si usted ve un flamenco o si aparece en sus sueños, entonces debe ser una advertencia para que usted se deshaga de todas las cosas negativas de su vida. Tienes que cambiar tu forma de pensar y dejar atrás tu pasado.Es tiempo de ser más positivo y concentrarse en las cosas que son realmente importantes en su vida.Asi que ya sabes lo que tienes que hacer después de ver mi flamingo!!! Buena vibra!!!! Hoy la rodada súper divertida con @prato2013 @marysierrap 💃🏽.@orbeabicycles @orbeacolombia @cycleshopcol #cyclingculture #cyclingphotos #bioracerfamily #wemakeyoufaster #bioracerspeedwear #orbea #orbeaorcaaero;1,517 likes;;December 12, 2019
enahernandezh;En estos dias solo se respira, alegría, amistad, armonía, eso es navidadddddd como los quiero @bikequeensbaq y nuestros #bikekings ❤️❤️❤️ seamos felices haciendo lo que nos gusta con quien nos gusta 🥰...@taeqcolombia @killabikecafe @radiologosasociados @cycleshopcol ..#ride100percent  #ciclismo #ciclismofemenino #ciclismoderuta #mundociclismo #ciclismoepico  #ride #training #roadcycling #cyclingpics #lifestyle #bikes #road  #cycling #bike #cyclinglife #bikelife #cyclingphotos  #bicycle #cyclist #cyclingculture #asmeninasnabike #cyclingqueens #amoralpedal #pasionporlabici #thisiswhywerace @dsrbydelhivelo;1,524 likes;;December 10, 2019
enahernandezh;Es modo navidad decían y yo inocente caí jajjajaj pero fué una rodada súper chevere a buen ritmo a rueda de nuestro orgullo barranquillero @nelsonsotom quien actualmente corre para el equipo español de categoría Profesional Continental el Caja Rural-Seguros Será que se me pega alguito? Jejeje que bien la pasamos hoy!...@bioracerlatinoamerica @bioracerspeedwear #bioracerfamily #bioracer ..@orbeabicycles  @orbeacolombia;1,775 likes;;December 5, 2019
enahernandezh;Lo más probable es que cuando pienses en vacaciones en el Caribe tengas una imagen en la cabeza de playas paradisíacas, una vegetación abundante y un mar turquesa cristalino que se pierde entre su blanca y suave arena. Sabes??? ese lugar no existe solo en tus sueños, es un bello lugar ubicado en las costas más hermosas de República Dominicana y se llama Punta Cana. Sin duda alguna es el sueño de todos los que nos gusta la playa, pues es reconocido a nivel mundial como paraíso para todos aquellos que busquen el destino de playa ideal.Ahora bien ya tenemos claro en donde jejjeje si les digo que en este paraiso se realizará un de los Gran Fondos de New York, que es la serie mundial de maratones de ciclismo y en esta oportunidad se realizará ahí, siiii el @gfnyrd que desde ya lo tengo super agendado por que es imperdible, que nota ir a competir a un lugar tan hermoso, compartir con la familia, turistear, probar el plato típico que es el sancocho, celebrar tu reto a ritmo de merengue y brindar con MamaJuana para probar el cóctel típico del lugar 🚲 🌴 🌞 te suena????? Aprovecha e inscríbete!!! Estamos a 108 dias de vivir la mejor experiencia sobre la bici en un lugar de ensueño, en mi bio te dejo el link para que te inscribas, yo mientras tanto seguiré modo #gfnyrd  y organizando mi calendario de eventos 2020 les voy contando pa que se antojen y escojan según su preferencia..Cuándo? 22 de MARZO 2020 ..Este jersey fué el del @gfnyrd edición 2019 y viene en el kit 🙌🏽.#beaproforaday #gfny #puntacana;1,388 likes;;December 4, 2019
enahernandezh;Por estos dias monto sin presiones, sin prisas solo salgo a disfrutar, hacer cardio y encontrarme con amigos, el domingo y lunes descansamos de la bici y compartimos con la familia, haremos yoga, intentaremos nadar, hacer un poco de trocha (mtb), buscaremos ganar fuerza en el gym, mejorar la técnica de pedaleo entre otras cositas.... ...Mi hermoso uniforme de hoy @bioracerlatinoamerica @bioracerspeedwear ...  #orbea #orbeaorca #orbeaorcaaero #myorbea #orbeawomen #orbea #cycling #monserrat #thecyclingculture #cyclinggirl #cyclingculture #pasionporlabici #ciclismoepico #cycling #nieve #cyclelife #cyclingculture #thecyclingculture #beautyofcycling #cyclingapparel #cycling_delights #cyclingfashionwear #cyclingimages #cyclingshots #foraride #instacycling #insta_cycle_world #roadtrip #roadcyling #moonsbreakfast;1,336 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/75333962_2458728507702989_5927152516676574145_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=LZQZbEBlRYEAX-XqBw8&oh=f1f286dbcc2a92f9c9301c75cb0e215c&oe=5E987DD2;December 3, 2019
enahernandezh;Con este capo!!!!! @rigobertouran guerrero, que calidad de persona, qué carisma, en serio que se  hace querer facilito 👏🏻👏🏻👏🏻👏🏻...#caposdelciclismo #rigobertourán #rigoneitor #gorigogo #cycling #bike #bikelife;1,179 likes;;December 2, 2019
enahernandezh;Por fin sábado y de fin de mes que no es lo mismo!!! Le hicimos la despedida a Noviembre y empieza el mes más chevere del año 🥰 🎄 ⛄️ ❄️ y nosotros lo hicimos a nuestra manera para atender a nuestra visita de nuestros amigos #rusamushaisa del Cerrejon, vueltica a La Negris 80k modo paseo y desayuno típico en @narcobollo_barranquilla 🐽 jajaja por aqui intentado hacer una fotico como la de #losjuanchos @juancho0313 y @juantobon1 pero aunque creo voy por buen camino me falta el toque jajajja gracias a @josersarmiento08 por ayudarme a intentarlo 📸..Que hacen hoy?  Nosotros vamos a saludar a @rigobertouran que anda por Barranquilla por allá nos pillamos 🤗 en la tienda @gorigogooficial  y los que están en Cartagena pueden ir a la feria del @ironman70.3cartagena que está buenísima y van a encontrar el stand de @bioracerlatinoamerica pa que se antojen de todos mis uniformes 🙌🏽🔝..Exitos a todos los participantes del @ironman70.3cartagena que disfruten y terminen con bien! 🙏🏽.Feliz sábado chicuelos!!!!!!!.#bioracerfamily #bioracerspeedwear #makeyoufaster @bioracerlatinoamerica @bioracerspeedwear Mi #orbeaorcaaero @orbeabicycles @orbeacolombia ..@cycleshopcol mis gafas y zapatillas 🔝..#ride100percent #fizik  #ciclismo #ciclismofemenino #ciclismoderuta #ciclismofeminino #mundociclismo #ciclismoepico  #ride #training #roadcycling #cyclingpics #lifestyle #bikes #road  #cycling #bike #cyclinglife #bikelife #cyclingphotos  #bicycle #cyclist #cyclingculture;2,340 likes;;November 30, 2019
enahernandezh;#culturaciclista #cyclingculture ..@killabikecafe  el templo en donde sirven café gourmet, de especialidad y donde la comunión entre esta bebida y las dos ruedas es total...Nada mejor que un cafecito post ride  café ☕️... mejor aún con la grupeta!..Este uniforme lo amé por qie hace un #perfectmatch con mi bici y tienen que tocar la textura de la badana es 🙌🏽 🔝🔝🔝 @bioracerlatinoamerica @bioracerspeedwear lo consiguen en Barranquilla en @triciclobaq;1,202 likes;;November 29, 2019
enahernandezh;Hoy atendimos a mi buen amigo @juancherndz con una Negrita para no perder la costumbre y regresamos por la prosperidad, 80k muy sabrosos pero con muchísima brisa 😩 al punto de zarandearme a #bombón 🚲 pero igual estuvo muy rico, saber que ya estamos modo paseo no tiene precio 🥰..Me encanta este #kitfitcycling de @bioracerlatinoamerica @bioracerspeedwear y saben? La badana tiene un zipper trasero que te permite ir al baño de forma rápida y fácil y sin tener que quitarnos todo!!! Los que montamos sabemos lo que eso significa 😍 se nos facilita la vida #bioracerfamily #wemakeyoufaster #bioracerspeedwear ..Mi #orbeaorcaaero cada dia me gusta más @orbeabicycles @orbeacolombia ..@cycleshopcol mis gafas y zapatillas 🔝..ride100percent #fizik  #ciclismo #ciclismofemenino #ciclismoderuta #ciclismofeminino #mundociclismo #ciclismoepico  #ride #training #roadcycling #cyclingpics #lifestyle #bikes #road  #cycling #bike #cyclinglife #bikelife #cyclingphotos  #bicycle #cyclist #cyclingculture;1,115 likes;;November 28, 2019
enahernandezh;Patilla 🍉coco 🥥 o piña 🍍 para la niña???..Con mi príncipe #Camilo el gran Catalán ❤️ Dios primero allá estaremos 2020;2,320 likes;;November 27, 2019
enahernandezh;Del mismo modo que entrenamos el cuerpo para ser más fuertes, hay que hacerlo con el cerebro para ser más optimistas....#pazyamor .@bioracerlatinoamerica @bioracerspeedwear #bioracerfamily #bioracerspeedwear #wemakeyoufaster .@orbeabicycles @orbeacolombia #orbeaorcaaero #orbea .@cycleshopcol #ride100percent #fizik  #ciclismo #ciclismofemenino #ciclismoderuta #ciclismofeminino #mundociclismo #ciclismoepico  #ride #training #roadcycling #cyclingpics #lifestyle #bikes #road  #cycling #bike #cyclinglife #bikelife #cyclingphotos  #bicycle #cyclist #cyclingculture;1,110 likes;;November 26, 2019
enahernandezh;#peterynati de ciclista a invitada, y se me había olvidado lo que era usar tacones 👠 🤦🏽‍♀️ jajaja pero lo logramos!!! Una de Pochy sin caras jajajjaj..Mi maquillaje y peinado @bybriancabrera lo mejor es que va a tu casa!!!;1,595 likes;;November 24, 2019
enahernandezh;Por aquí viendo que la ruta buñuelo quedó como buena 🤣🤣🤣 si señores de esta manera cerramos un año de objetivos, retos, entrenamientos, logros, para dar paso a una época de  regocijo, reflexión, armonía, amor, diversión y amistad, una época para compartir y salir simplemente a hacer lo que nos gusta... pero sin un plan detallado que seguir, sin ver el ciclocomputador, si ver la frecuencia cardiaca, me encanta la navidad y a ti????? Aprovechamos para pensar en lo que queremos el próximo año y lo visualizamos, practicaremos otras disciplinas, exploraremos deportes, en fin siempre pasando bueno como hoy!!!! Que rico ir juntos, echando cuento, ni se diga de los buñuelos de la mamá de @isahbuiles y de la natilla (hecha por mi) que compartimos 😋 y bueno montaremos p darnos estos gusticos jejej gracias a los que se unieron a esta integración! @teamlosrobles @clubcervantes @bikequeensbaq la mejor compañía🥰...Este uniforme de hoy me hizo sentir muy elegante, apenas para la ocasión, pero sobre todo muyyy cómoda, asi son mis nuevos uniformes @bioracerlatinoamerica @bioracerspeedwear #wemakeyoufaster #bioracerfamily #bioracerspeedwear  con el complemento siempre de @cycleshopcol 🔝🔝🔝..La natilla de “La Abuela” la consiguen en el @exito feliz finde!!!!;1,026 likes;;November 23, 2019
enahernandezh;BDX3!!! Hoy volvimos después de unos dias de descanso, quedamos agotados con el @saganfondocolombia pero no saben lo feliz que fuí de verlos, conocerlos, compartir asi sea un ratico o un saludo, amé este evento por todo lo que trajo consigo, aunque habia entrenado muy duro para hacerlo bien sabia que estaba muyy cansada y entendí que si no lograba ningún resultado ya había ganado!!! Por que todos estaban felices de venir a la arenosa y se fueron con la mejor impresión de Barranquilla y con eso me basta, por estos dias estaremos rodando para disfrutar, compartir, celebrar y por supuesto poder darnos esos gusticos de las navidades jejeje mañana tenemos la primera ruta buñuelo para integrar a la comunidad ciclista de Barranquilla asi que nos vemos en La Porto...Hoy muy estrenosa con mi #kitfitcycling @bioracerlatinoamerica @bioracerspeedwear el comfort!!! #bioracerfamily #wemakeyoufaster #bioracerspeedwear ..@cycleshopcol en donde consigues las zapatillas, gafas, cascos y demás ..Mi #orbeaorcaaero @orbeabicycles @orbeacolombia;1,347 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/74687636_166216584465393_257090849802473863_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=trcGpxDkKrIAX8QTTPa&oh=48db68c2ec9aa2a69534470eb4d77a16&oe=5E8FE01D;November 22, 2019
enahernandezh;Con un 3er puesto en la categoría Open Femenino cerramos el @saganfondocolombia al lado de estás tesas!!! Aunque estoy muy cansada estoy demasiado feliz con los resultados y ver que tanta gente se fué enamorada de Barranquilla!!!!! Mis respetos pa estas mujeres @soragiraldo @taty8a felicitaciones!!! .@saganfondocolombia  @pablomedellin un evento espectacular gracias por traer un evento de esta magnitud a Barranquilla ❤️..@bioracerlatinoamerica @bioracerspeedwear #wemakeyoufaster #bioracerfamily #bioracerspeedwear ..@orbeabicycles @orbeacolombia .. @cycleshopcol .@arielnavarro_rd @kmedicalcare;2,287 likes;;November 17, 2019
enahernandezh;Ayer con tanto corre corre no alcancé a publicar, estoy exhausta pero feliz!!!! @saganfondocolombia ha sido un exito y la oportunidad de que Barranquilla se conocida por todos y que sepan que en Barranquilla se pedalea, gracias a todos nuestros visitantes por darnos la oportunidad de atenderlos, estamos orgullosos!! ..@bioracerlatinoamerica @bioracerspeedwear @orbeabicycles @orbeacolombia #wemakeyoufaster #bioracerfamily #bioracerspeedwear;1,507 likes;;November 16, 2019
enahernandezh;Mañana nos vemos en la feria de la bici del @saganfondocolombia a partir de las 11 am hasta las 7 pm en el centro de convenciones Blue Gardens del Hotel Hilton para la entrega de kits, la entrada es gratis asi que todosssss pueden ir por que la feria es de todos!!! Van a tener la oportunidad de conocer a @petosagan 🥰 estoy tan emocionada!!!!! Mañana salimos a las 5 am con todos los amigos que estén visitando nuestra Barranquilla @activetravelagency bienvenidos!!!!..Ya saben gran feria de la bici mañana 15 y sábado 16 de Noviembre, los esperamos!!!;1,327 likes;;November 14, 2019
enahernandezh;Lo que fué fué!!! Nos vamos con lo que tenemos, que es mucho amor por esto que hacemos todos los dias y que nos da la oportunidad de crear vínculos, bailaremos en la casa, Barranquilla está de fiesta ciclista y nosotros estamos listos @saganfondocolombia gracias por creer en esta tierra currambera bienvenidos amigos ciclistas, bienvenido @petosagan 💃🏽💃🏽💃🏽🚴🏻‍♀️🚴🏻‍♀️🚴🏻‍♀️🚴🏻‍♀️..En otras noticias 🤣🤣🤣 les cuento que todos ustedes pueden hacer sus uniformes especializados para sus grupos o equipos, no es sino que digan @bioracerlatinoamerica @bioracerspeedwear lo tiene todooooo.#wemakeyoufaster #bioracer #bioracerfamily #bioracerspeedwear .@orbeabicycles @orbeacolombia;2,008 likes;;November 13, 2019
enahernandezh;ANSIEDAD ya quiero que sea fin de semana!!!! Esta semana se adelantaron los carnavales en Barranquilla, siii asi como lo ves! Esta semana estamos de carnaval ciclista, un anfitrión de lujo... el 3 veces campeón mundial de ciclismo en ruta @petosagan por primera vez realizando su @saganfondocolombia en Colombia, tendremos la feria de la bici viernes y sábado, el jueves tendremos conferencia gratuita de @soyplanifica para que aprendanos a conocer nuestro cuerpo y a partir de esa información optimizar el rendimiento, sabado de cena benéfica a favor de los niños de la @fundacionnu3 domingo por finnnn el evento más esperado!!!! Esta semana va a estar agitada y llena de visitantes, amigos, invitados especiales, extranjeros 🙌🏽 que felicidad!!!!! ..Yo por aqui feliz con mi #cyclingoutfit #kitfitcycling de @bioracerlatinoamerica @bioracerspeedwear que tal este jersey??? 😍 la gorra??? Las medias??? Todooo divino..#wemakeyoufaster #bioracerfamily #bioracerspeedwear #bioracer #itsyourride .#assossunglasses @orbeabicycles @orbeacolombia @cycleshopcol;1,543 likes;;November 12, 2019
enahernandezh;Feliz inicio de semana!!!!! Ya estamos en la recta final, conteo regresivo para el evento mas esperado @saganfondocolombia  y nosotros hoy muy juiciosos salimos a hacer la tarea, hoy modo recuperación activa, ayer el entrenamiento fué descansar de la bici y acompañar a Pochy en su carrera, en la cuál le fué super! 🥰..Por estos dias les compartiré lugares, comidas tipicas, restaurantes a los que pueden ir cundo vengan a Barranquilla al @saganfondocolombia recuerden que tambien está la cena benéfica para apoyar a los niños de la región que apoya la @fundacionnu3 aprovechen que hay un súper descuento para parejas y va a ser un evento muy chevere, una cena blanca, con todos los invitados, las embajadoras, en un lugar espectacular llamado @misturarestaurantebar por suouesto @petosagan y rifas de jerseys autografiados 🙌🏽 mañana se cierran las inscripciones asi que si aún no te has inscrito es la última oportunidad, no te lo pierdas!!!..Mi #kitfitcycling de hoy brutal, atrevido, lanzado, que le apuesta a un look muy tropical pero con mucha clase y tecnología, mucho comfort en estas prendas asi son mis uniformes @bioracerlatinoamerica @bioracerspeedwear ..#bioracer #bioracerfamily #bioracerspeedwear #wemakeyoufaster ..@orbeabicycles @orbeacolombia #orbeaorca #orbeaorcaaero;1,406 likes;;November 11, 2019
enahernandezh;Que como estuvo el entrenamiento de hoy, uuuffff  145K de 🔥🔥🔥 el @saganfondocolombia está que arde!!! Sobre todo en las piernitas, pero siempre firme nunca infirme y como el que reza y peca empata, entrenamos duro y recuperamos duro!!! Nos vemos este 17 de noviembre en curramba ara convertir la prosperidad en el cumbiodromo del ciclismo 💃🏽💃🏽💃🏽🚴🏻‍♀️Hoy haciendo las pruebas de desempeño de estás prendas de @bioracerlatinoamerica @bioracerspeedwear y les digo que si no las han usado las van a amar!!!!!... .#Wemakeyoufaster #Bioracerfamily #bioracer #bioracerspeedwear ..@orbeabicycles @orbeacolombia @cycleshopcol ..;1,664 likes;;November 9, 2019
enahernandezh;Buenos dias x 3!!! Quiero compartirles familia de instagram que hoy inicia una nueva etapa, desde hoy me acompañará en mi rodadas una nueva equipacion, una nueva piel... estoy muy feliz de contarles que a partir de hoy soy #bioracerfamily ❤️🙌🏽 juntos vamos a mostrarles las nuevas tendencias, tecnologías y gamas de todo el portafolio de @bioracerspeedwear @bioracerlatinoamerica les va a encantar!! BIORACER nació en Bélgica en 1984, luego de que Raymond Vanstraelen, ciclista aficionado y entrenador, decidiera enseñar a las personas cómo debían montar en su bicicleta. Durante esa labor, se percató de que las prendas que los deportistas usaban debían permitirles sentirse no solo cómodos sino que se debían adaptar a las diferentes condiciones climáticas de la región. Todo esto para mejorarles siempre su rendimiento y hacerlos más rápidos.Les cuento que los productos desarrollados por #BIORACER, están pensados en hacer más rápido a quien los use. Basados en sus propias investigaciones, obtienen datos del aire y los movimientos exactos de un ciclista, información que les permite a ellos controlar hasta el último milímetro de una prenda para hacerla mas liviana.Con el tiempo les voy a ir mostrando y contando todooooQuiero agradecer a @frenesi.oficial por haberme acogido en su familia y apoyarme todo este año!! Son una gran compañia y me los llevo en el corazón 💖 ...#Wemakeyoufaster #Bioracerfamily #bioracerspeedwear;1,535 likes;;November 8, 2019
enahernandezh;#tbt lo que disfrutamos en el #parquedelcafe @parquedelcafeoficial no soy tan valiente para las atracciones mecánicas pero@me disfruto mucho apreciar la belleza del parque y ver como se divierten mis amigos, ah y la cara de locos con la que se bajan de las atracciones 🤣🤣🤣 la bici te regala un poquito de todo!!! Salud, diversión, amigos, lugares, aventuras, experiencias y recuerdos, por cierto gracis @paulo_perez82 (el de la última foto) por mis planes de entrenamiento, gracias por ayudarnos 🙏🏽;1,449 likes;;November 7, 2019
enahernandezh;Buenos dias x 3!!! Ya estamos en casa, gracias @elgiroderigo por un evento impecable, gracis al #quindío por sus hermosos paisajes, gracias a @cervezaandinacolombia por hacerlo posible .Lo que más me gustó de toda la experiencia ... el hecho de ir con unas mujeres fuertes pero que compiten limpio, que se apoyan y que trabajamos duro!!! La armonia, las nuevas amistades y l consolidación de otras, la pasamos tan buenoooo 🥰...@dsrbydelhivelo #dsrbydelhivelo #cycling #cyclinggirls #ciclismofemenino #ciclismocolombiano #sportygirls #cyclinglifestyle #elgiroderigo #elgiroderigo2019 #womenonbike #cyclingqueens #pasionporlabici_col;2,297 likes;;November 6, 2019
enahernandezh;La felicidad es indescriptible, solo puedo decir que sufrí, pero gocé, que eventazo!!!! Por primera vez en el @elgiroderigo y me voy enamorada de este evento, un espectacular 3er puesto en mi categoría que me hacen sentir ganadora!!!!! Mañana les relato el cuento!!! Gracias a todos por preguntar como me fué y por su buena energía!!! LQM .@orbeabicycles @orbeacolombia @frenesi.oficial @bioracerspeedwear @bioracerlatinoamerica @cycleshopcol @arielnavarro_rd @kmedicalcare @spinningcentergym @hanselgalvis@sciconsports;2,187 likes;;November 3, 2019
enahernandezh;Sábado de Pre Giro de Rigo @elgiroderigo 33k de activación y reconocimiento, ahora pornla tarde vamos a la feria a recoger el kit y a esperar la hora, mientras tanto visitaremos la feria, hacemos carga de carbos, hidratación y descanso sobre todo de la rodilla...Los paisajes bellos!!..@orbeabicycles @orbeacolombia #elgiroderigoedicionloscafetales;1,882 likes;;November 2, 2019
enahernandezh;Agua, agua y más agua, no logramos rodar pero nos dedicamos a disfrutar de estas hermosas tierras, empezó esto señores!!!! @elgiroderigo ..#asicomocuandotequedasvestidayalborotada;1,953 likes;;November 1, 2019
enahernandezh;Llegamos al eje cafetero #mijitos con la maleta llena de expectativas, emociones y muchas ganas, esto definitivamente es la felicidad!!! Ya estamos aquí @elgiroderigo quien más por aqui????..Pd: me encanta mi bronceado de cicilsta tan odiado por algunos pero tan admirado por otros ... es la huella o la evidencia denlo mucho que amamos este deporte...Mi equipaje @sciconsports me acompaña a todos lados por que protejen a mi hermosa #bombon🚴🏻‍♀️ ..#womenonbike #enahernandezh #ciclismo #ciclismofemenino #photooftheday #cycling #cyclinglife #cyclingphotos #cyclinggirl #cyclingculture #cyclinglifestyle #cycling_queens  #cyclingtraining #cyclingtanlines;1,668 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/75379868_162494451499212_3318650881579453383_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=tXGgIsUSTwwAX-O8g2y&oh=371d9385f55f25175ce93edeee84ace4&oe=5E926C94;October 31, 2019
enahernandezh;T-4 dias para @elgiroderigo una nueva choco aventura... es la primera vez que que participo y tengo muchas expectativas por todo lo que se comenta de la edición anterior, me emociona saber que voy a ver de nuevo esos hermosos paisajes, encontrarme con mis amigaas de las tierras de esa hermosa zona, compartir con un combo de lujo en todo el sentido de la palabra y a vivir de principio a fin esta gran fiesta en la cuál uno de los más carismáticos y queridos ciclistas Colombianos es anfitrión, sabían que esa región es donde se cultiva la mayor parte del famoso café Colombiano?  Asi que @antoniogranoblesod me regañará por que tomaré mucho café jajajjaja 🤪..Gracias a @cervezaandinacolombia por hacer el concurso me salvaste!!!;1,481 likes;;October 30, 2019
enahernandezh;Ya estamos a 5 dias del próximo reto @elgiroderigo vamoooo a  disfrutarlo, hoy entrenamos con mi combo sabrosón nos fuimos de intervalos son duritos pero yo los amoooo por que son tan buenos, ya los probaron?..@orbeabicycles @frenesi.oficial ...#womenonbike #enahernandezh #ciclismo #ciclismofemenino #photooftheday #cycling #cyclinglife #cyclingphotos #cyclinggirl #cyclingculture #cyclinglifestyle #cycling_queens;1,748 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/71703504_540918850066615_1998603927676179628_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=UwKpIpsAdgYAX-InGZA&oh=4aad753b8fd132d8df3b1ee5f2dd3c7e&oe=5E984D4B;October 29, 2019
enahernandezh;Buenos dias x 3!!! Hoy junto a @taeqcolombia les traigo inscripciones para el @saganfondocolombia y para ganárselas me van a tener que demostrar su resistencia en el teclado del celular. Solo deben escribirme en los comentarios 10 productos de Taeq, ¡ojo! 10 productos en CADA comentario y cómo son más de 360 productos saludables de Taeq, podrán participar varias veces. NO SE PUEDEN REPETIR LOS PRODUCTOS. El ganador lo escogeré junto a @marigomezp en una transmisión en vivo. Así que pilas pues a participar que está muy fácil..Recurda Ganará la persona que más comentarios haga sin repetir los productos, Tenemos más de 360 productos, así que son muchas las oportunidades...El concurso se cierra el miércoles 30 de Octubre a@las 12 del medio dia y se anuncian los ganadores ese mismo dia a las 7 pm en VIVO!..Debes seguirme y seguir a @taeqcolombia;1,503 likes;;October 28, 2019
enahernandezh;Barranquilla, Sombrero, Vaivén, Piojó, Chorrera, Vaivén, Negra, bajamos Habana, y regreso vía al mar, húmedo muy húmedo el dia de hoy, tratando no de recuperar por que le tiempo no se recupera pero si por lo menos de no ir a sufrir tanto al @elgiroderigo este paseo va a estar muy bueno, por que el combete está 🔝🔝🔝..Hoy modo #buenosdiasx3!!! @frenesi.oficial 🖤💙💜🖤💙💜 🔝🔝🔝.#bombon @orbeabicycles @orbeacolombia #orbeaorcaaero .Para lo demás existe @cycleshopcol;1,518 likes;;October 25, 2019
enahernandezh;Hoy es un dia de esos en los que quería seguir durmiendo cuándo sonó la alarma, y en ese pequeño lapso de tiempo te dices a ti mismo, bueno es que yo no soy profesional, no vivo de esto, no pasa nada si no salgo, después pensé en el hermoso amanecer, en encontrarme con mis amigos, en la satisfacción que me va a dar cuando logre mis retos, los que se avecinan  @elgiroderigo @saganfondocolombia y me dije mi misma “ARRIBA” vamos con todooo que esto lo hacemos por amor, por pasión, por que sencillamente nos llena!!!! Y bueno lo demás lo están viendo, mi mensaje es sencillamente que aunque no sea una obligación es un compromiso conmigo misma, para cuidarme, para ser feliz con lo que hago, asi que ya saben auto motivación,  ese es el secreto para todos lo que me preguntan como hago pa levantarme temprano pa ir a sufrir delicioso jajajjaja;1,646 likes;;October 24, 2019
enahernandezh;Soltando la pata después de los intervalos de ayer, 90k paseados por Prosperidad, Tubará, Sombrero, via al mar, Porto Azul, se viene @saganfondocolombia toca estar presentables jajajaja y tú vas pa esa? .Hoy la Negra estaba vestida de novia 😍.Combo y foto de hoy con @caceres6084 ..Mi 👗 @frenesi.oficial pura alegria! Hacen el #perfectmatch con mis medias @xpeditioncolombia accesorios, gafas y zapatillas de @cycleshopcol ..Por supuesto mi amada #bombon #orbeaorcaaero @orbeabicycles @orbeacolombia;1,563 likes;;October 23, 2019
enahernandezh;Rodada de entrenamiento @saganfondocolombia que parcheeeee llovió, salió el sol en todo su esplendor, leñita, amigos y buena hidratación, la pasamos super vacano!!! Si asi es la rodada de entrenamiento imagínate el gran fondo 🙌🏽🔝🔝🔝 ...Gracias @pablomedellin @gobatlantico;1,367 likes;;October 20, 2019
enahernandezh;Hoy nuestra rodada se la dedicamos a todas esas mujeres guerreras, luchadoras, que hoy libran una batalla para seguir disfrutando de la vida, aceptamos la invitación de @funcorazonrosa para rodar en simultánea por la lucha contra el cancer de seno, la invitacion hoy es a hacer nuestra autoevaluación y controles periódicos para prevenir o detectar la enfermedad, hoy 19 de octubre dia internacional de la lucha con el cancer nosotras las @bikequeensbaq estamos #modorosa ..Gracias @keraxinternational @miryhoyos por acompañarnos en esta rodada tan especial....Mi sonrisa la cuida @antoniogranoblesod 😁;1,074 likes;;October 19, 2019
